Company,Location,Role,Salary,StartDate,Status,SubmitDate,Year
DST TECHNOLOGIES INC,"KANSAS CITY, MO",DATA SCIENTIST,81162,09/02/2018,CERTIFIED,03/09/2018,2018
HOTWIRE INC,"SEATTLE, WA",DATA SCIENTIST,81266,07/30/2018,CERTIFIED,07/18/2018,2018
IBM CORPORATION,"ANN ARBOR, MI",DATA SCIENTIST,81661,08/25/2018,CERTIFIED,02/23/2018,2018
SPARKCOGNITION INC,"AUSTIN, TX",DATA SCIENTIST,81786,09/11/2018,CERTIFIED,03/12/2018,2018
IBM CORPORATION,"PITTSBURGH, PA",DATA SCIENTIST,81900,08/08/2018,CERTIFIED,02/06/2018,2018
LOTAME SOLUTIONS INC,"COLUMBIA, MD",DATA SCIENTIST,81931,08/31/2018,CERTIFIED,03/06/2018,2018
SPARKCOGNITION INC,"AUSTIN, TX",DATA SCIENTIST,82000,06/25/2018,CERTIFIED,06/12/2018,2018
SPARKS & HONEY LLC,"NEW YORK, NY",DATA SCIENTIST,82000,09/08/2018,CERTIFIED,03/13/2018,2018
NGA GROUP INC,"PHOENIX, AZ",DATA SCIENTIST,82000,08/29/2018,CERTIFIED,08/29/2018,2018
SPARKCOGNITION INC,"AUSTIN, TX",DATA SCIENTIST,82000,08/02/2018,CERTIFIED,01/31/2018,2018
SIGMA-ALDRICH CORPORATION,"ST. LOUIS, MO",DATA SCIENTIST,82000,08/19/2018,CERTIFIED,02/27/2018,2018
ORACLE AMERICA INC,"BROOMFIELD, CO",DATA SCIENTIST,82181,06/01/2019,CERTIFIED,12/11/2018,2018
BRISKPOINT INC,"NEW YORK, NY",DATA SCIENTIST,82200,09/05/2018,CERTIFIED,03/06/2018,2018
APL LOGISTICS AMERICAS LTD,"SCOTTSDALE, AZ",DATA SCIENTIST,82285,08/17/2018,CERTIFIED,04/25/2018,2018
RENTRAK CORPORATION,"SEATTLE, WA",DATA SCIENTIST,82334,08/05/2018,CERTIFIED,02/05/2018,2018
SEEGRID CORPORATION,"PITTSBURGH, PA",DATA SCIENTIST,82500,09/10/2018,CERTIFIED,03/11/2018,2018
PNR SOFTWARE SOLUTIONS CORPORATION,"ATLANTA, GA",DATA SCIENTIST,82500,09/15/2018,CERTIFIED,03/27/2018,2018
PROGREXION ASG INC,"SALT LAKE CITY, UT",DATA SCIENTIST,82560,09/15/2018,CERTIFIED,03/20/2018,2018
PROGREXION ASG INC,"NORTH SALT LAKE, UT",DATA SCIENTIST,82560,09/15/2018,CERTIFIED,03/22/2018,2018
CONTINENTAL FINANCE COMPANY LLC,"NEWARK, DE",DATA SCIENTIST,82576,09/15/2018,CERTIFIED,03/16/2018,2018
FIDELITY BROKERAGE SERVICES LLC,"BOSTON, MA",DATA SCIENTIST,82618,03/04/2019,CERTIFIED,12/03/2018,2018
TURO INC,"SAN FRANCISCO, CA",DATA SCIENTIST,82763,08/19/2018,CERTIFIED,03/29/2018,2018
MODIS E&T LLC,"SAN JOSE, CA",DATA SCIENTIST,82909,09/18/2018,CERTIFIED,03/22/2018,2018
CYBER INFOTECH LLC,"ALPHARETTA, GA",DATA SCIENTIST,82909,09/20/2018,CERTIFIED,03/21/2018,2018
CYBER INFOTECH LLC,"ALPHARETTA, GA",DATA SCIENTIST,82909,09/18/2018,CERTIFIED,03/19/2018,2018
CYBER INFOTECH LLC,"ALPHARETTA, GA",DATA SCIENTIST,82909,09/20/2018,CERTIFIED,03/22/2018,2018
OATH HOLDINGS INC,"CHAMPAIGN, IL",DATA SCIENTIST,82921,09/06/2018,CERTIFIED,03/07/2018,2018
PROGREXION ASG INC,"SALT LAKE CITY, UT",DATA SCIENTIST,83000,03/01/2018,CERTIFIED,02/22/2018,2018
KARGO GLOBAL INC,"NEW YORK, NY",DATA SCIENTIST,83000,09/07/2018,CERTIFIED,03/12/2018,2018
PETERSON TECHNOLOGY PARTNERS INC,"CHICAGO, IL",DATA SCIENTIST,83000,09/06/2018,CERTIFIED,03/10/2018,2018
COX AUTOMOTIVE CORPORATE SERVICES LLC,"ATLANTA, GA",DATA SCIENTIST,83230,08/01/2018,CERTIFIED,02/14/2018,2018
NUMERIC LLC,"OLDSMAR, FL",DATA SCIENTIST,83262,04/23/2018,CERTIFIED,04/06/2018,2018
CCC INFORMATION SERVICES INC,"CHICAGO, IL",DATA SCIENTIST,83366,09/11/2018,CERTIFIED,03/12/2018,2018
PITNEY BOWES SOFTWARE INC,"DANBURY, CT",DATA SCIENTIST,83720,08/17/2018,CERTIFIED,02/15/2018,2018
PITNEY BOWES SOFTWARE INC,"DANBURY, CT",DATA SCIENTIST,83720,08/31/2018,CERTIFIED,03/01/2018,2018
PTC INC,"NEEDHAM, MA",DATA SCIENTIST,83782,08/02/2018,CERTIFIED,02/13/2018,2018
RETAILCONVERGENCECOM LP,"BOSTON, MA",DATA SCIENTIST,83782,09/21/2018,CERTIFIED,03/23/2018,2018
INDEED INC,"AUSTIN, TX",DATA SCIENTIST,83970,07/25/2018,CERTIFIED,03/26/2018,2018
EXPEDENT CORP,"MARYLAND HEIGHTS, MO",DATA SCIENTIST,84000,09/20/2018,CERTIFIED,03/21/2018,2018
12 SIGMA TECHNOLOGIES,"SAN DIEGAO, CA",DATA SCIENTIST,84000,09/01/2018,CERTIFIED,03/14/2018,2018
AA SOFTWARE & NETWORKING INC,"CEDAR PARK, TX",DATA SCIENTIST,84000,09/10/2018,CERTIFIED,03/15/2018,2018
NEW ENGEN INC,"SEATTLE, WA",DATA SCIENTIST,84000,09/15/2018,CERTIFIED,03/20/2018,2018
S & R IT INC,"EAST MEADOW, NY",DATA SCIENTIST,84500,09/01/2018,CERTIFIED,03/20/2018,2018
IBM CORPORATION,"DURHAM, NC",DATA SCIENTIST,84739,07/21/2018,CERTIFIED,01/19/2018,2018
IBM CORPORATION,"DURHAM, NC",DATA SCIENTIST,84744,08/08/2018,CERTIFIED,02/06/2018,2018
RBUS INC,"FT. MILL, SC",DATA SCIENTIST,84760,12/01/2018,CERTIFIED,11/14/2018,2018
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",DATA SCIENTIST,85000,08/02/2018,CERTIFIED,03/22/2018,2018
AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,"ATLANTA, GA",DATA SCIENTIST,85000,09/14/2018,CERTIFIED,03/15/2018,2018
AETNA RESOURCES LLC,"BURLINGTON, MA",DATA SCIENTIST,85000,08/09/2018,CERTIFIED,02/07/2018,2018
FULCRUM ANALYTICS INC,"NEW YORK, NY",DATA SCIENTIST,85000,08/28/2018,CERTIFIED,03/01/2018,2018
FULCRUM ANALYTICS INC,"NEW YORK, NY",DATA SCIENTIST,85000,08/26/2018,CERTIFIED,03/01/2018,2018
BARCLAYS BANK PLC,"NEW YORK, NY",DATA SCIENTIST,85000,09/10/2018,CERTIFIED,03/14/2018,2018
HYATT CORPORATION,"CHICAGO, IL",DATA SCIENTIST,85000,08/27/2018,CERTIFIED,03/04/2018,2018
UPTAKE TECHNOLOGIES INC,"CHICAGO, IL",DATA SCIENTIST,85000,09/04/2018,CERTIFIED,03/05/2018,2018
E BUSINESS STAFFING INC,"DALLAS, TX",DATA SCIENTIST,85000,09/01/2018,CERTIFIED,03/12/2018,2018
ALORICA INC,"IRVINE, CA",DATA SCIENTIST,85000,07/02/2018,CERTIFIED,06/08/2018,2018
KSM CONSULTING LLC,"INDIANAPOLIS, IN",DATA SCIENTIST,85000,02/06/2019,CERTIFIED,09/05/2018,2018
AURORA SOLAR INC,"SAN FRANCISCO, CA",DATA SCIENTIST,85000,09/11/2018,CERTIFIED,03/13/2018,2018
NEBRASKA FURNITURE MART INC,"OMAHA, NE",DATA SCIENTIST,85000,09/02/2018,CERTIFIED,03/07/2018,2018
AMF BOWLING CENTERS INC,"NEW YORK, NY",DATA SCIENTIST,85000,06/01/2018,CERTIFIED,03/05/2018,2018
QUADRATIC SYSTEMS INC,"NORTHBROOK, IL",DATA SCIENTIST,85000,09/20/2018,CERTIFIED,03/21/2018,2018
NIRVEDA COGNITION INC,"PLEASANTON, CA",DATA SCIENTIST,85000,09/13/2018,CERTIFIED,03/16/2018,2018
ZENABI DATA LLC,"WESTPORT, CT",DATA SCIENTIST,85000,09/22/2018,CERTIFIED,03/23/2018,2018
BOOMTOWN NETWORKS INC,"TIBURON, CA",DATA SCIENTIST,85000,09/18/2018,CERTIFIED,03/19/2018,2018
SNAP FINANCE LLC,"SALT LAKE CITY, UT",DATA SCIENTIST,85000,09/01/2018,CERTIFIED,03/21/2018,2018
DIRECTBUY HOME IMPROVEMENT INC,"SUNNYVALE, CA",DATA SCIENTIST,85000,09/02/2018,CERTIFIED,03/05/2018,2018
SIGMAWAYS INC,"FREMONT, CA",DATA SCIENTIST,85000,09/18/2018,CERTIFIED,03/21/2018,2018
INSURANCE SERVICES OFFICE INC,"LEHI, UT",DATA SCIENTIST,85000,08/02/2018,CERTIFIED,03/26/2018,2018
THE RIPPLES GROUP LLC,"BOSTON, MA",DATA SCIENTIST,85000,08/20/2018,CERTIFIED,07/27/2018,2018
CENTRO INC,"CHICAGO, IL",DATA SCIENTIST,85000,08/02/2018,CERTIFIED,02/01/2018,2018
CLEAR LINK TECHNOLOGIES LLC,"SALT LAKE CITY, UT",DATA SCIENTIST,85000,09/09/2018,CERTIFIED,03/13/2018,2018
TREMOR VIDEO DSP INC,"NEW YORK CITY, NY",DATA SCIENTIST,85000,09/03/2018,CERTIFIED,03/04/2018,2018
WB SOLUTIONS LLC,"TAMPA, FL",DATA SCIENTIST,85000,08/15/2018,CERTIFIED,03/14/2018,2018
CHARLES RIVER LABORATORIES INC,"WILMINGTON, MA",DATA SCIENTIST,85000,08/19/2018,CERTIFIED,02/20/2018,2018
INVESCO GROUP SERVICES INC,"NEW YORK, NY",DATA SCIENTIST,85000,08/17/2018,CERTIFIED,02/18/2018,2018
NIRVEDA COGNITION INC,"PLEASANTON, CA",DATA SCIENTIST,85000,08/16/2018,CERTIFIED,02/16/2018,2018
WAL-MART ASSOCIATES INC,"AUSTIN, TX",DATA SCIENTIST,85000,12/03/2018,CERTIFIED,11/16/2018,2018
WAL-MART ASSOCIATES INC,"DALLAS, TX",DATA SCIENTIST,85000,10/01/2018,CERTIFIED,08/08/2018,2018
INSTICATOR INC,"NEW YORK, NY",DATA SCIENTIST,85155,09/08/2018,CERTIFIED,03/14/2018,2018
BRIGHTFARMS INC,"IRVINGTON, NY",DATA SCIENTIST,85155,05/21/2018,CERTIFIED,05/17/2018,2018
IBM CORPORATION,"PITTSBURGH, PA",DATA SCIENTIST,85200,06/27/2019,CERTIFIED,12/26/2018,2018
IBM CORPORATION,"ANN ARBOR, MI",DATA SCIENTIST,85200,06/28/2019,CERTIFIED,12/27/2018,2018
IBM CORPORATION,"PITTSBURGH, PA",DATA SCIENTIST,85200,06/27/2019,CERTIFIED,12/27/2018,2018
BRISKPOINT INC,"NEW YORK, NY",DATA SCIENTIST,85200,03/19/2018,CERTIFIED,03/06/2018,2018
QXBRANCH LLC,"WASHINGTON, DC",DATA SCIENTIST,85342,09/14/2018,CERTIFIED,03/15/2018,2018
QXBRANCH INC,"WASHINGTON, DC",DATA SCIENTIST,85342,09/26/2018,CERTIFIED,03/27/2018,2018
DEMETER ANALYTICS SERVICES LLC,"ARLINGTON, VA",DATA SCIENTIST,85342,09/08/2018,CERTIFIED,03/12/2018,2018
DEMETER ANALYTICS SERVICES LLC,"ARLINGTON, VA",DATA SCIENTIST,85342,09/07/2018,CERTIFIED,03/13/2018,2018
DATALINE INC,"PRINCETON, NJ",DATA SCIENTIST,85426,09/10/2018,CERTIFIED,05/07/2018,2018
EGENCIA LLC,"CHICAGO, IL",DATA SCIENTIST,85426,08/18/2018,CERTIFIED,02/23/2018,2018
SAAMA TECHNOLOGIES INC,"SUMMIT, NJ",DATA SCIENTIST,85800,09/23/2018,CERTIFIED,03/26/2018,2018
M2 RESOURCES INC,"NEW YORK, NY",DATA SCIENTIST,86000,09/12/2018,CERTIFIED,03/13/2018,2018
CAPITAL ONE NATIONAL ASSOCIATION,"MCLEAN, VA",DATA SCIENTIST,86000,07/23/2018,CERTIFIED,06/27/2018,2018
SAAMA TECHNOLOGIES INC,"SUMMIT, NJ",DATA SCIENTIST,86154,09/18/2018,CERTIFIED,03/20/2018,2018
THE OPTIONS CLEARING CORPORATION,"CHICAGO, IL",DATA SCIENTIST,86200,08/04/2018,CERTIFIED,02/05/2018,2018
HOMEAWAYCOM INC,"AUSTIN, TX",DATA SCIENTIST,86611,08/08/2018,CERTIFIED,02/23/2018,2018
MICRON TECHNOLOGY INC,"BOISE, ID",DATA SCIENTIST,86612,08/27/2018,CERTIFIED,03/01/2018,2018
VANTIV LLC,"SYMMES TOWNSHIP, OH",DATA SCIENTIST,86614,08/29/2018,CERTIFIED,02/28/2018,2018
IBM CORPORATION,"PARAMUS, NJ",DATA SCIENTIST,86653,03/27/2018,CERTIFIED,03/27/2018,2018
ILLINOIS POLICY INSTITUTE,"CHICAGO, IL",DATA SCIENTIST,86666,04/15/2018,CERTIFIED,04/09/2018,2018
COMPUNNEL SOFTWARE GROUP INC,"ATLANTA, GA",DATA SCIENTIST,86700,05/14/2018,CERTIFIED,04/27/2018,2018
COX AUTOMOTIVE CORPORATE SERVICES LLC,"ATLANTA, GA",DATA SCIENTIST,87000,08/01/2018,CERTIFIED,02/28/2018,2018
RELIABLE SOFTWARE RESOURCES INC,"NORTHVILLE, MI",DATA SCIENTIST,87000,08/06/2018,CERTIFIED,07/30/2018,2018
WRIKE INC,"SAN JOSE, CA",DATA SCIENTIST,87000,08/15/2018,CERTIFIED,02/16/2018,2018
CONTROL-TEC LLC,"ALLEN PARK, MI",DATA SCIENTIST,87000,09/18/2018,CERTIFIED,03/19/2018,2018
CONSTANT ANALYTICS INC,"ATLANTA, GA",DATA SCIENTIST,87000,09/11/2018,CERTIFIED,03/15/2018,2018
CLEAR LINK TECHNOLOGIES LLC,"SALT LAKE CITY, UT",DATA SCIENTIST,87000,08/15/2018,CERTIFIED,03/19/2018,2018
OPTIMAL CAE INC,"DEARBORN, MI",DATA SCIENTIST,87000,09/20/2018,CERTIFIED,03/21/2018,2018
SPARKCOGNITION INC,"AUSTIN, TX",DATA SCIENTIST,87000,08/23/2018,CERTIFIED,02/22/2018,2018
WRIKE INC,"SAN JOSE, CA",DATA SCIENTIST,87000,09/07/2018,CERTIFIED,03/08/2018,2018
TELLIGEN TECH INC,"COLUMBUS, OH",DATA SCIENTIST,87000,09/02/2018,CERTIFIED,03/03/2018,2018
INTUIT INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,87173,09/06/2018,CERTIFIED,03/15/2018,2018
THE NIELSEN COMPANY (US) LLC,"CHICAGO, IL",DATA SCIENTIST,87500,06/01/2018,CERTIFIED,05/18/2018,2018
DRIVEN BRANDS SHARED SERVICES LLC,"CHARLOTTE, NC",DATA SCIENTIST,87500,09/11/2018,CERTIFIED,03/12/2018,2018
EFT ANALYTICS INC,"NEW YORK, NY",DATA SCIENTIST,87500,08/29/2018,CERTIFIED,02/28/2018,2018
FEEDZAI INC,"ATLANTA, GA",DATA SCIENTIST,87526,09/04/2018,CERTIFIED,03/09/2018,2018
ANCILE INC,"DULUTH, GA",DATA SCIENTIST,87526,09/16/2018,CERTIFIED,03/19/2018,2018
AMSTED RAIL COMPANY INC,"GRANITE CITY, IL",DATA SCIENTIST,87550,09/15/2018,CERTIFIED,03/29/2018,2018
MOVE INC,"SANTA CLARA, CA",DATA SCIENTIST,87550,08/26/2018,CERTIFIED,02/26/2018,2018
PITNEY BOWES INC,"SHELTON, CT",DATA SCIENTIST,87797,09/08/2018,CERTIFIED,03/09/2018,2018
COHEN VETERANS NETWORK INC,"STAMFORD, CT",DATA SCIENTIST,87797,08/31/2018,CERTIFIED,03/01/2018,2018
IBM CORPORATION,"CAMBRIDGE, MA",DATA SCIENTIST,87859,07/31/2018,CERTIFIED,01/29/2018,2018
COLABERRY INC,"BOSTON, MA",DATA SCIENTIST,87859,09/18/2018,CERTIFIED,03/19/2018,2018
SPIGOT INC,"FORT MYERS, FL",DATA SCIENTIST,88000,08/26/2018,CERTIFIED,02/27/2018,2018
MED DATA QUEST INC,"LA JOLLA, CA",DATA SCIENTIST,88000,09/02/2018,CERTIFIED,03/03/2018,2018
AA SOFTWARE & NETWORKING INC,"MEDWAY, MA",DATA SCIENTIST,88000,09/10/2018,CERTIFIED,03/15/2018,2018
VERIDIC SOLUTIONS LLC,"CREVE COEUR, MO",DATA SCIENTIST,88000,09/20/2018,CERTIFIED,03/24/2018,2018
FIRSTFUEL SOFTWARE INC,"LEXINGTON, MA",DATA SCIENTIST,88000,09/07/2018,CERTIFIED,03/16/2018,2018
ALARMCOM INCORPORATED,"LAWRENCE, KS",DATA SCIENTIST,88026,01/20/2019,CERTIFIED,10/19/2018,2018
CYBER INFOTECH LLC,"SCHAUMBURG, IL",DATA SCIENTIST,88026,09/20/2018,CERTIFIED,03/21/2018,2018
CYBER INFOTECH LLC,"SCHAUMBURG, IL",DATA SCIENTIST,88026,09/18/2018,CERTIFIED,03/19/2018,2018
SYNGENTA CROP PROTECTION LLC,"RESEARCH TRIANGLE PARK, NC",DATA SCIENTIST,88088,09/10/2018,CERTIFIED,07/26/2018,2018
SRISHTI I2I BIZ SOLUTIONS INC,"HAZLET, NJ",DATA SCIENTIST,88317,09/05/2018,CERTIFIED,03/20/2018,2018
POLLEN INC,"LEAWOOD, KS",DATA SCIENTIST,88483,12/11/2018,CERTIFIED,11/29/2018,2018
VITAL DATA TECHNOLOGY LLC,"NEWPORT BEACH, CA",DATA SCIENTIST,88858,09/05/2018,CERTIFIED,03/06/2018,2018
THE RETAIL EQUATION INC,"IRVINE, CA",DATA SCIENTIST,88858,08/13/2018,CERTIFIED,03/16/2018,2018
C AND S WHOLESALE GROCERS INC,"HATFIELD, MA",DATA SCIENTIST,88900,07/16/2018,CERTIFIED,06/29/2018,2018
AMERICAN EXPRESS COMPANY,"PHOENIX, AZ",DATA SCIENTIST,89000,07/31/2018,CERTIFIED,02/27/2018,2018
AMERICAN EXPRESS COMPANY,"PHOENIX, AZ",DATA SCIENTIST,89000,07/31/2018,CERTIFIED,03/23/2018,2018
TECHEXCEL INC,"LAFAYETTE, CA",DATA SCIENTIST,89000,09/11/2018,CERTIFIED,03/12/2018,2018
AMERICAN EXPRESS COMPANY,"PHOENIX, AZ",DATA SCIENTIST,89000,07/31/2018,CERTIFIED,03/12/2018,2018
CYBER INFOTECH LLC,"FRISCO, TX",DATA SCIENTIST,89024,09/22/2018,CERTIFIED,03/23/2018,2018
CYBER INFOTECH LLC,"FRISCO, TX",DATA SCIENTIST,89024,09/20/2018,CERTIFIED,03/21/2018,2018
CYBER INFOTECH LLC,"FRISCO, TX",DATA SCIENTIST,89024,09/18/2018,CERTIFIED,03/21/2018,2018
CYBER INFOTECH LLC,"FRISCO, TX",DATA SCIENTIST,89024,09/18/2018,CERTIFIED,03/19/2018,2018
IMPACT ANALYTICS INC,"LINTHICUM, MD",DATA SCIENTIST,89100,09/01/2018,CERTIFIED,03/13/2018,2018
ENDURANCE INTERNATIONAL GROUP,"BURLINGTON, MA",DATA SCIENTIST,89250,07/11/2018,CERTIFIED,01/15/2018,2018
ALLSTATE INSURANCE COMPANY,"CHICAGO, IL",DATA SCIENTIST,89336,05/29/2019,CERTIFIED,12/10/2018,2018
MASSIVE DYNAMICS LLC,"PRINCETON, NJ",DATA SCIENTIST,89565,09/25/2018,CERTIFIED,03/26/2018,2018
MASSIVE DYNAMICS LLC,"PRINCETON, NJ",DATA SCIENTIST,89565,09/07/2018,CERTIFIED,03/08/2018,2018
INCEDO INC,"SOUTH SAN FRANCISCO, CA",DATA SCIENTIST,89898,06/10/2018,CERTIFIED,05/22/2018,2018
FORD MOTOR COMPANY,"DEARBORN, MI",DATA SCIENTIST,89939,07/09/2018,CERTIFIED,06/07/2018,2018
UBER TECHNOLOGIES INC,"PALO ALTO, CA",DATA SCIENTIST,89960,06/01/2018,CERTIFIED,01/02/2018,2018
T3C INC DBA RETAIL SOLUTIONS INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,89960,08/21/2018,CERTIFIED,02/21/2018,2018
QUORA INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,89960,08/22/2018,CERTIFIED,03/02/2018,2018
RYZLINK CORP,"MILPITAS, CA",DATA SCIENTIST,89960,09/07/2018,CERTIFIED,03/11/2018,2018
ROBINHOOD MARKETS INC,"PALO ALTO, CA",DATA SCIENTIST,89960,03/12/2018,CERTIFIED,03/06/2018,2018
MINDLANCE INC,"SANTA CLARA, CA",DATA SCIENTIST,89960,09/08/2018,CERTIFIED,04/25/2018,2018
ADOBE SYSTEMS INCORPORATED,"SAN JOSE, CA",DATA SCIENTIST,89960,09/18/2018,CERTIFIED,03/21/2018,2018
ADOBE SYSTEMS INCORPORATED,"SAN JOSE, CA",DATA SCIENTIST,89960,07/11/2018,CERTIFIED,01/10/2018,2018
POLLEN INC,"LEAWOOD, KS",DATA SCIENTIST,89960,09/14/2018,CERTIFIED,03/16/2018,2018
ASCENDUM SOLUTIONS LLC,"CINCINNATI, OH",DATA SCIENTIST,90000,10/01/2018,CERTIFIED,09/28/2018,2018
VITYOU INC,"LOS ANGELES, CA",DATA SCIENTIST,90000,11/28/2018,CERTIFIED,11/22/2018,2018
PROKARMA INC,"OMAHA, NE",DATA SCIENTIST,90000,08/24/2018,CERTIFIED,08/13/2018,2018
HONEYWELL INTERNATIONAL INC,"ATLANTA, GA",DATA SCIENTIST,90000,09/10/2018,CERTIFIED,03/14/2018,2018
EFT ANALYTICS INC,"NEW YORK, NY",DATA SCIENTIST,90000,08/29/2018,CERTIFIED,02/28/2018,2018
W W GRAINGER INC,"LAKE FOREST, IL",DATA SCIENTIST,90000,08/01/2018,CERTIFIED,02/06/2018,2018
FITNESSKEEPER INC,"BOSTON, MA",DATA SCIENTIST,90000,09/07/2018,CERTIFIED,03/16/2018,2018
0956588 BC LTD,"BELLEVUE, WA",DATA SCIENTIST,90000,07/16/2018,CERTIFIED,07/05/2018,2018
SFILE TECHNOLOGY CORPORATION,"HOUSTON, TX",DATA SCIENTIST,90000,09/08/2018,CERTIFIED,03/19/2018,2018
NASDAQ CORPORATE SOLUTIONS LLC,"BOSTON, MA",DATA SCIENTIST,90000,07/16/2018,CERTIFIED,02/08/2018,2018
CAPSULE8 INC,"BROOKLYN, NY",DATA SCIENTIST,90000,09/06/2018,CERTIFIED,03/15/2018,2018
ASICS DIGITAL INC,"BOSTON, MA",DATA SCIENTIST,90000,09/26/2018,CERTIFIED,03/28/2018,2018
AIG EMPLOYEE SERVICES INC,"CHARLOTTE, NC",DATA SCIENTIST,90000,01/01/2019,CERTIFIED,07/19/2018,2018
TREXQUANT MANAGEMENT LLC,"STAMFORD, CT",DATA SCIENTIST,90000,09/07/2018,CERTIFIED,03/08/2018,2018
ANALYTIC PARTNERS INC,"NEW YORK, NY",DATA SCIENTIST,90000,09/01/2018,CERTIFIED,03/07/2018,2018
DEEPMACRO LLC,"NEW YORK, NY",DATA SCIENTIST,90000,09/03/2018,CERTIFIED,03/15/2018,2018
M SCIENCE LLC,"NEW YORK, NY",DATA SCIENTIST,90000,08/31/2018,CERTIFIED,03/02/2018,2018
QUICKEN LOANS INC,"DETROIT, MI",DATA SCIENTIST,90000,09/06/2018,CERTIFIED,03/07/2018,2018
ADOBE SYSTEMS INCORPORATED,"LEHI, UT",DATA SCIENTIST,90000,07/12/2018,CERTIFIED,01/12/2018,2018
SIMULMEDIA INC,"NEW YORK, NY",DATA SCIENTIST,90000,08/20/2018,CERTIFIED,02/20/2018,2018
INNOVIZANT LLC,"MADISON, WI",DATA SCIENTIST,90000,09/15/2018,CERTIFIED,03/16/2018,2018
TELLIGEN TECH INC,"MALVERN, PA",DATA SCIENTIST,90000,09/02/2018,CERTIFIED,03/03/2018,2018
AETNA RESOURCES LLC,"CHICAGO, IL",DATA SCIENTIST,90000,08/09/2018,CERTIFIED,03/05/2018,2018
BUTLER SHINE STERN & PARTNERS LLC,"SAUSALITO, CA",DATA SCIENTIST,90000,08/16/2018,CERTIFIED,02/22/2018,2018
VAISALA INC,"LOUISVILLE, CO",DATA SCIENTIST,90000,09/07/2018,CERTIFIED,03/08/2018,2018
OPTIMAL CAE INC,"DEARBORN, MI",DATA SCIENTIST,90000,08/31/2018,CERTIFIED,03/01/2018,2018
CIVIS ANALYTICS INC,"CHICAGO, IL",DATA SCIENTIST,90000,09/02/2018,CERTIFIED,03/03/2018,2018
COX AUTOMOTIVE CORPORATE SERVICES LLC,"ATLANTA, GA",DATA SCIENTIST,90000,02/28/2018,CERTIFIED,02/15/2018,2018
LIFTPOINT CONSULTING INC,"EDEN PRAIRIE, MN",DATA SCIENTIST,90000,09/01/2018,CERTIFIED,03/08/2018,2018
CAIDAN MANAGMENT COMPANY LLC,"DETROIT, MI",DATA SCIENTIST,90000,06/11/2018,CERTIFIED,05/21/2018,2018
COX AUTOMOTIVE CORPORATE SERVICES LLC,"ATLANTA, GA",DATA SCIENTIST,90000,09/15/2018,CERTIFIED,03/16/2018,2018
EQUINOX HOLDINGS INC,"NEW YORK, NY",DATA SCIENTIST,90000,09/11/2018,CERTIFIED,03/19/2018,2018
SAVI TECHNOLOGIES INC,"TAMPA, FL",DATA SCIENTIST,90000,03/19/2018,CERTIFIED,03/19/2018,2018
AVIGO SOLUTIONS LLC,"BURLINGTON, MA",DATA SCIENTIST,90000,07/31/2018,CERTIFIED,03/17/2018,2018
HONEYWELL INTERNATIONAL INC,"MORRIS PLAINS, NJ",DATA SCIENTIST,90000,08/29/2018,CERTIFIED,03/02/2018,2018
IBM CORPORATION,"AUSTIN, TX",DATA SCIENTIST,90000,07/20/2018,CERTIFIED,01/18/2018,2018
HONEYWELL INTERNATIONAL INC,"MORRIS PLAINS, NJ",DATA SCIENTIST,90000,09/22/2018,CERTIFIED,03/24/2018,2018
0956588 BC LTD,"BELLEVUE, WA",DATA SCIENTIST,90000,09/13/2018,CERTIFIED,03/14/2018,2018
ECOLAB USA INC,"NAPERVILLE, IL",DATA SCIENTIST,90000,09/09/2018,CERTIFIED,03/10/2018,2018
AGILONE INC,"SUNNYVALE, CA",DATA SCIENTIST,90000,09/05/2018,CERTIFIED,03/09/2018,2018
NIRVEDA COGNITION INC,"PLEASANTON, CA",DATA SCIENTIST,90000,09/01/2018,CERTIFIED,03/06/2018,2018
REVON SYSTEMS LLC,"CRESTWOOD, KY",DATA SCIENTIST,90000,09/13/2018,CERTIFIED,03/14/2018,2018
ANALYSIS GROUP INC,"BOSTON, MA",DATA SCIENTIST,90000,08/06/2018,CERTIFIED,07/24/2018,2018
CAIDAN MANAGEMENT COMPANY LLC,"DETROIT, MI",DATA SCIENTIST,90000,07/16/2018,CERTIFIED,06/20/2018,2018
FACEBOOK INC,"MENLO PARK, CA",DATA SCIENTIST,90000,08/06/2018,CERTIFIED,02/07/2018,2018
NIRVEDA COGNITION INC,"PLEASANTON, CA",DATA SCIENTIST,90000,09/12/2018,CERTIFIED,03/16/2018,2018
AETNA RESOURCES LLC,"CHICAGO, IL",DATA SCIENTIST,90000,08/09/2018,CERTIFIED,02/22/2018,2018
OPTUM SERVICES INC,"WASHINGTON, DC",DATA SCIENTIST,90000,08/09/2018,CERTIFIED,02/13/2018,2018
GENERAL ELECTRIC COMPANY,"ATLANTA, GA",DATA SCIENTIST,90000,06/04/2018,CERTIFIED,05/25/2018,2018
GRAM LABS INC,"ARLINGTON, VA",DATA SCIENTIST,90000,09/01/2018,CERTIFIED,03/12/2018,2018
SPECIFIC TECHNOLOGIES,"MOUNTAIN VIEW, CA",DATA SCIENTIST,90000,08/15/2018,CERTIFIED,03/02/2018,2018
